Epoch,Image Index,Original Age Prediction,Original Gender Prediction,Adversarial Age Prediction,Adversarial Gender Prediction
454,0,[31.69783],[-1.5332401   0.57092613],[27.699532],[-0.53448355 -0.5161688 ]
454,1,[33.26801],[-1.7524242   0.69822603],[31.76468],[-0.9084426  -0.03317659]
455,0,[32.605915],[-0.62233084  0.00102244],[20.420815],[-1.4296871  -0.66888607]
455,1,[32.14278],[-2.088501   -0.23678747],[68.799736],[-5.0498905  1.2888855]
456,0,[34.51971],[-1.8309311  -0.48308045],[27.628128],[ 0.75638795 -0.6797382 ]
456,1,[26.329275],[-1.1199398   0.02775176],[58.690983],[-3.5553641 -1.1528434]
457,0,[41.528717],[-1.9204861   0.88727015],[26.117275],[-0.6477132 -1.6549263]
457,1,[34.618572],[-0.01829158  0.37618077],[42.02244],[-0.9984361  1.7266287]
458,0,[37.84281],[-2.3644662  1.1742765],[70.5703],[-5.8560677   0.33844644]
458,1,[32.01954],[-0.70464003  0.10063727],[22.7783],[ 0.33797157 -0.6894414 ]
459,0,[38.197723],[-1.1889559   0.53070885],[25.938726],[-1.7290978  -0.68097764]
459,1,[27.940718],[-0.10972838  0.9099665 ],[26.672197],[-1.8894707  -0.73788476]
460,0,[27.350378],[-0.96634936  0.27771366],[42.542763],[-2.1775694  2.4613984]
460,1,[33.354897],[-1.2143332   0.49981946],[60.18804],[-3.683287  0.8023  ]
461,0,[34.237892],[-1.6157142 -0.5060161],[30.980707],[-0.51231587 -0.8259104 ]
461,1,[20.04477],[ 0.94194376 -0.22557855],[29.511314],[-0.32375604 -1.166866  ]
462,0,[38.76822],[-0.49658293  0.6760282 ],[34.82651],[-0.8611144  0.3026216]
462,1,[25.51525],[0.2961368  0.19987188],[21.542742],[ 0.24790855 -0.65540606]
463,0,[36.24133],[-2.6590652  0.7825472],[30.093729],[-0.8217503  -0.19205873]
463,1,[27.930315],[-0.3258865 -1.4118171],[27.548721],[-0.5013082 -0.5776769]
464,0,[34.373604],[-1.2673897  0.8742164],[29.689056],[-0.5755125  -0.22257404]
464,1,[35.435783],[-0.24931864  0.22038753],[25.761711],[ 0.1977183 -0.5390237]
465,0,[39.641666],[-1.6788491   0.35598284],[50.59496],[-5.491643   1.2077608]
465,1,[25.082739],[ 0.03964302 -0.79533094],[62.996944],[-2.076817   -0.01791921]
466,0,[34.73505],[-2.480917  1.095905],[72.76964],[-7.7081146  0.7681301]
466,1,[41.63533],[-2.0454195  1.5730808],[34.09591],[-0.316284    0.15001802]
467,0,[31.788279],[-0.7094407  0.8264223],[30.95458],[-2.2879896   0.31934685]
467,1,[43.820015],[-1.428514    0.83830434],[26.656631],[-0.5313091 -0.5776334]
468,0,[34.36694],[-1.7807441   0.26135075],[62.98456],[-3.95638     0.66677606]
468,1,[39.40741],[-1.445593   0.0299467],[28.48577],[-0.80579865 -0.11634622]
469,0,[33.08243],[-1.292472   -0.59105104],[24.530342],[ 0.00835501 -0.56674623]
469,1,[29.746887],[-0.3993827   0.66681504],[69.25041],[-6.0928698  3.1658971]
470,0,[34.244022],[-0.66799045 -0.4097497 ],[22.037483],[ 0.8327838 -1.6396294]
470,1,[29.41458],[-1.9865204  0.859862 ],[34.45942],[-0.74422    1.1811283]
471,0,[27.251694],[-1.7541353   0.16995643],[54.197285],[-3.890359   1.1203382]
471,1,[41.69349],[-1.2020494  1.6443642],[24.970726],[ 0.22658828 -0.66356486]
472,0,[26.300861],[-1.483691  -0.0653775],[32.693413],[-1.778108    0.82420087]
472,1,[30.34882],[-1.5628256  1.5514289],[22.978352],[-0.02910726 -1.0673102 ]
473,0,[35.883347],[-0.2758426  0.2092929],[22.699144],[ 0.5073344  -0.47944832]
473,1,[24.521885],[-1.88894   -0.3679443],[45.101284],[-2.913465   0.7332834]
474,0,[33.55921],[-2.8520925   0.64677685],[28.411482],[-0.17418315 -0.234346  ]
474,1,[27.995977],[-0.01531906 -0.31406426],[29.120407],[-0.90004945 -0.06075133]
475,0,[38.801502],[-0.899328   1.5624646],[28.265192],[-0.39707834 -0.74708724]
475,1,[37.831337],[-2.147664  0.788638],[33.12371],[4.9978495e-05 3.9495069e-01]
476,0,[24.615856],[-0.08550303  0.24720033],[24.581024],[-0.13321172 -0.37440577]
476,1,[38.241486],[-0.7638234   0.26411927],[37.715714],[-1.4670786  0.888853 ]
477,0,[28.423447],[-1.1402918  1.3011074],[27.077017],[-1.4462765   0.26801866]
477,1,[41.47756],[-1.9899977   0.32332033],[27.566639],[-0.15774404  0.01144104]
478,0,[31.553688],[-1.2961687   0.23001827],[20.987738],[0.2917851  0.14422812]
478,1,[28.893753],[-1.5928253   0.34767222],[69.54631],[-7.153761   0.6531794]
479,0,[28.648891],[-0.6710376  -0.80499387],[68.61901],[-5.033594  3.713302]
479,1,[28.912203],[-0.29273534 -0.89965796],[25.91326],[ 0.07392606 -0.2380281 ]
480,0,[26.938053],[-0.19429909 -1.3711739 ],[40.820137],[-3.1889005  1.012413 ]
480,1,[36.51645],[-1.8894826   0.61207503],[39.734287],[-2.4100077   0.10954912]
481,0,[31.132378],[0.7480768 1.0449061],[56.175148],[-3.0502436  0.3539067]
481,1,[27.074255],[ 0.2627257 -1.1481757],[48.652954],[-2.9594297   0.22057126]
482,0,[31.237556],[-1.6598479  -0.22045615],[71.4969],[-4.2469783  2.3630373]
482,1,[29.790497],[ 0.13386537 -0.39352834],[29.690662],[-1.3474553  -0.29574853]
483,0,[43.25164],[-1.9972545 -1.2336943],[44.280525],[-1.7508901  1.0100758]
483,1,[28.335772],[-1.1748741   0.46763325],[47.192005],[-4.1802077 -0.2502324]
484,0,[35.79544],[0.61154103 0.01510885],[31.767115],[-0.53988296 -1.2302166 ]
484,1,[27.433159],[-0.53140295  0.3071218 ],[29.742428],[-1.5669093  0.5133212]
485,0,[35.236477],[-0.8721683  -0.19811662],[25.643606],[-0.94099057 -0.9946479 ]
485,1,[32.920544],[ 0.41665024 -0.35720286],[25.288813],[-1.9377803  1.1274724]
486,0,[28.456835],[0.12320485 0.5551782 ],[53.562553],[-4.212883   0.6297526]
486,1,[38.69171],[-1.0113255   0.21298505],[46.210857],[-2.7230794  1.1124657]
487,0,[29.28668],[-0.30052447 -0.6775217 ],[26.971594],[-0.15906687 -0.71196336]
487,1,[31.067396],[-0.7844833  -0.18798044],[27.342472],[0.10030967 0.140031  ]
488,0,[32.82164],[-0.87764394 -0.2920349 ],[57.297924],[-2.540238   1.3006201]
488,1,[40.736748],[-3.126287  -1.0953377],[27.577778],[1.2760589 1.1559602]
489,0,[30.801615],[-2.140027    0.31756455],[24.959251],[-1.1643541 -1.0857817]
489,1,[40.85534],[-1.6784079   0.45919013],[36.78647],[-0.24341296  0.92601496]
490,0,[37.162834],[-2.185932   -0.11137433],[61.450756],[-4.202132   1.2274843]
490,1,[29.451012],[-1.6185514 -1.0425327],[23.968002],[-1.5774685  -0.52982944]
491,0,[26.094345],[-0.7968733  1.0314097],[26.35471],[-0.8693111 -0.6964498]
491,1,[45.590126],[-1.232274   0.8886549],[32.14507],[-0.7719668  1.3835604]
492,0,[29.207424],[-1.3641827   0.01007226],[67.07595],[-3.4777396  2.566572 ]
492,1,[27.750467],[0.0708638  0.65437543],[18.755098],[-0.30216205 -1.1238061 ]
493,0,[32.976715],[-1.9542557  0.8406032],[32.028656],[-1.2591096  1.3128722]
493,1,[37.326035],[-2.2348928  1.0739932],[27.011381],[-0.524379 -1.913975]
494,0,[41.634926],[-2.2759218   0.59109545],[59.4318],[-1.14408    1.5227185]
494,1,[29.968431],[-0.8532821   0.11690994],[19.084335],[ 0.7072656 -0.7181549]
495,0,[33.3478],[-1.9148461  1.0041221],[32.16656],[0.6206988  0.22591634]
495,1,[29.691452],[0.03756557 0.11539634],[32.913597],[-0.84767115  0.2919147 ]
496,0,[23.565245],[-0.05426982  0.14624868],[33.398243],[-2.0582857   0.73360294]
496,1,[34.93312],[-2.5594327   0.80527455],[70.5321],[-5.127891  1.641115]
497,0,[32.67897],[-0.31073046 -0.33609435],[23.231804],[1.086275   0.03250252]
497,1,[33.010468],[-0.8123498  -0.07229178],[54.766506],[-2.8287807  2.322354 ]
498,0,[32.109863],[-1.8190931   0.90986377],[57.299698],[-2.4788287  -0.14153312]
498,1,[33.340637],[-1.92229   -0.5420447],[25.797867],[-0.9890076  2.0931678]
499,0,[44.165695],[-2.8561804  1.2986435],[23.098757],[ 0.20135753 -0.45812124]
499,1,[49.188507],[-3.2364962  0.6645584],[61.571396],[-6.032267    0.78194326]
500,0,[32.47924],[-1.1391395  0.7945386],[61.32642],[-4.360297   1.8239644]
500,1,[26.9478],[-0.9739648 -0.7502599],[46.214962],[-2.1147873  0.8769559]
501,0,[34.545483],[-1.4198459  0.8350429],[29.228907],[-0.74217224  0.08211264]
501,1,[28.323006],[-1.2424848   0.01452596],[64.03627],[-2.4265764  3.2386646]
502,0,[41.80975],[-2.3113713  0.7507929],[26.903746],[-0.6617474 -0.6414158]
502,1,[28.452488],[-1.2090089  0.8644009],[37.80804],[-1.6153685   0.19239329]
503,0,[39.38799],[-0.369725   -0.51231605],[26.659084],[-0.8666272  0.8430796]
503,1,[37.005756],[-0.6460687   0.30282956],[59.119087],[-2.6958113  1.7625647]
504,0,[29.84627],[-1.6331755  0.4126237],[24.245537],[-0.25541955  0.12402995]
504,1,[39.01],[-0.5420494   0.26550502],[31.125624],[-1.2730528  1.182822 ]
505,0,[27.193308],[-0.3294977 -1.5859543],[28.242334],[-0.2957818  -0.03925084]
505,1,[34.181355],[-1.8506745  -0.16023836],[22.08276],[-0.4014858 -0.6254118]
506,0,[52.28291],[-4.058096   1.9552524],[63.679123],[-1.0465889  2.2463386]
506,1,[33.725014],[-1.0415097   0.54612195],[24.989815],[-0.4084456  -0.01123221]
507,0,[32.385426],[-2.4064274   0.99111456],[26.39784],[-1.191682    0.33714718]
507,1,[31.118568],[-0.8097404  -0.71694785],[61.37349],[-1.4255408  1.9847071]
508,0,[29.751858],[-0.641723  -1.3242226],[64.16547],[-3.7082453  1.0183904]
508,1,[28.541462],[-1.8849288  -0.02682632],[24.260668],[ 0.23961087 -1.501122  ]
509,0,[33.14019],[-0.75195587 -0.7345089 ],[79.84323],[-4.319702   -0.01083197]
509,1,[33.10933],[-1.9706389   0.72680384],[23.855375],[-0.27180266 -0.3078072 ]
510,0,[30.539621],[-0.15040801  0.678644  ],[27.747313],[-0.597533   0.7763244]
510,1,[37.731934],[-1.7492416  1.0835842],[23.95057],[-0.4368757 -1.3309336]
511,0,[28.975405],[-1.6462057  -0.52780366],[56.59631],[-5.514971   0.6043242]
511,1,[27.93452],[-2.3801544   0.85538477],[27.652199],[0.9151293 2.035219 ]
512,0,[41.565502],[-2.551571  -0.8113958],[29.069616],[ 0.7170641 -0.7288549]
512,1,[27.178738],[-1.2961457   0.25733125],[30.2146],[-0.75068426  0.53963953]
513,0,[46.532246],[-1.5824428  1.447794 ],[25.68326],[-0.15268914  0.27664363]
513,1,[29.959255],[-1.2269107 -0.5418301],[24.686995],[-0.60108316 -1.1186942 ]
514,0,[25.815979],[ 0.21096341 -0.22373886],[45.706844],[-2.3198287  1.1417345]
514,1,[33.6957],[-1.6482571   0.10806544],[20.69654],[ 0.1136183 -0.440696 ]
515,0,[29.13425],[-0.68171126 -0.29666013],[47.952473],[-3.7483926  -0.35746545]
515,1,[33.947227],[-2.2516222   0.25347435],[49.4552],[-3.760613    0.41901392]
516,0,[35.711037],[-2.9184685  1.4512756],[28.781237],[-0.6270578  -0.48225546]
516,1,[28.4619],[-1.066836   -0.55847496],[26.583858],[-1.3009404   0.21793748]
517,0,[29.429358],[-1.4819511  -0.27600342],[31.746998],[-1.4786475  1.6285033]
517,1,[33.338047],[-0.44070828 -0.0856867 ],[27.388243],[-0.3109964  0.4332986]
518,0,[35.113163],[-2.2504764   0.07966124],[28.334923],[-1.045951   -0.37883148]
518,1,[31.636332],[-1.7980951   0.37030584],[31.334246],[-1.0743712 -0.5587112]
519,0,[40.738712],[-1.1425903  -0.16487457],[22.15951],[-0.3646822  -0.01210688]
519,1,[37.062626],[-1.7441036  0.9799306],[25.170214],[-0.47269386 -0.21682411]
520,0,[30.836325],[-1.3611611 -0.4419967],[25.516178],[-1.1249744   0.26894677]
520,1,[29.797537],[-0.83169436  0.32622766],[26.042892],[-0.884776    0.32385784]
521,0,[33.990196],[-0.67395496 -0.12965834],[32.182064],[-2.2331107   0.08688499]
521,1,[29.515383],[-1.0194012   0.12782465],[33.295547],[-1.2467561e+00  3.5499036e-04]
522,0,[35.83754],[-1.5885262  1.1089768],[54.425182],[-3.2296226   0.00325833]
522,1,[32.928947],[-0.9513804   0.41253048],[53.922173],[-2.5531812  1.4726251]
523,0,[34.901566],[-1.4008452  0.3824268],[23.009201],[ 1.0099338  -0.96599627]
523,1,[43.72684],[-2.1737065 -1.2422795],[32.31275],[-1.6651163  -0.24032919]
524,0,[51.40331],[-2.153746   1.2693905],[60.581345],[-2.5505621  0.7639851]
524,1,[30.301653],[0.34510761 0.28649163],[41.944744],[-1.5745499   0.45143956]
525,0,[36.730743],[-2.0206766  1.1056063],[22.439693],[-0.6394813  -0.65488356]
525,1,[26.51001],[0.40646112 0.5929645 ],[23.049177],[-0.444224  -1.0467962]
526,0,[33.787033],[-1.1935996   0.76549643],[39.58288],[-0.69122076  1.9214096 ]
526,1,[31.927773],[-2.5564625  1.6171564],[26.024448],[-0.5446194  -0.29227555]
527,0,[35.00546],[-0.33924806 -0.9544857 ],[24.32509],[-0.953009   1.0960568]
527,1,[42.85088],[-1.1841432  1.5123583],[29.745],[-1.7394828  -0.95410115]
528,0,[31.372545],[-1.4613632   0.23070098],[25.317022],[-0.77066153 -1.3549153 ]
528,1,[33.64743],[-2.0930376 -1.1044242],[69.916435],[-4.6452265  4.46577  ]
529,0,[41.734318],[-1.7297293   0.04611963],[26.37751],[-1.2465068  -0.02541985]
529,1,[45.783268],[-4.4845495  1.1879139],[27.227236],[-1.7713658 -1.2299212]
530,0,[33.25036],[-2.7001727  -0.01993676],[22.581099],[-1.1300665 -1.2843994]
530,1,[35.188354],[-1.0475615   0.09082781],[63.003845],[-3.388604  2.949397]
531,0,[30.378874],[-0.47058576 -0.2522889 ],[25.454845],[-0.5553898 -1.4504211]
531,1,[27.324951],[-0.753751    0.09703766],[25.336647],[-0.8155552  -0.62214833]
532,0,[22.04099],[ 0.06465071 -0.84848356],[36.745697],[-3.164948  -1.5593501]
532,1,[47.509537],[-3.8862357   0.40454203],[25.857304],[-0.81070614 -0.8809365 ]
533,0,[41.23773],[-1.3084027   0.93761235],[71.76426],[-4.4479322  1.780648 ]
533,1,[31.390875],[-1.5791394   0.09069683],[32.84655],[-1.126919   -0.65933037]
534,0,[35.76217],[-2.5850868  0.6505571],[32.959915],[-2.42616     0.42085892]
534,1,[46.076214],[-2.5157833  1.0377059],[28.769392],[-1.3014556   0.04029222]
535,0,[23.358925],[-0.43454957  0.32732564],[50.232193],[-2.7561939  1.7173868]
535,1,[34.369198],[-0.7701616  0.6046722],[29.394823],[-0.9532461   0.16958581]
536,0,[35.9956],[-0.23093899 -0.11594345],[84.994835],[-5.4654284  2.1993673]
536,1,[29.6856],[-0.82013     0.04799964],[22.48265],[-0.85818875 -1.9737295 ]
537,0,[52.56663],[-4.4067397  0.7754872],[50.547295],[-2.996481   0.5506778]
537,1,[25.906958],[-0.23403637 -0.6937348 ],[54.1251],[-1.9993204  1.4729486]
538,0,[41.82138],[-2.674395  -0.4212939],[43.631664],[-2.1066694  0.8248982]
538,1,[39.525345],[-2.534786    0.31215906],[55.26843],[-3.4795783  -0.30507284]
539,0,[26.894306],[-0.8794081   0.31987453],[22.133188],[-0.08756904 -1.1410853 ]
539,1,[31.882713],[0.00493443 1.2451624 ],[29.800255],[-0.4850242 -0.2025231]
540,0,[34.851856],[-1.9400703  1.2332214],[46.81701],[-2.8776538  0.8679208]
540,1,[27.680046],[-0.4676684   0.70940655],[56.409145],[-2.1370893  -0.30263013]
541,0,[34.321247],[-2.911799  -1.6987319],[64.412674],[-3.1548195  2.2929757]
541,1,[34.17912],[-1.8921875  0.2782448],[27.08852],[-0.969128   0.5085388]
542,0,[31.887482],[-0.8266249 -0.9053512],[30.14226],[-0.84757996 -0.7402531 ]
542,1,[32.56549],[-1.9611849   0.66945237],[64.885345],[-6.415288   3.2289047]
543,0,[30.539259],[0.06610498 0.14128117],[26.472092],[ 0.1536252  -0.09446163]
543,1,[36.340164],[-3.097778  1.01283 ],[31.53458],[-0.5402875  2.7901602]
544,0,[44.855072],[-1.7421527  1.6231048],[30.464315],[-1.4515514 -1.2907676]
544,1,[31.645319],[-1.5220352   0.58135235],[29.752422],[-1.3348746  -0.45646054]
545,0,[34.834972],[-1.9210097  0.4522732],[32.31153],[-1.2489151   0.07962681]
545,1,[39.115185],[-3.640419    0.27757984],[30.809052],[ 0.3394437 -0.6003119]
546,0,[29.352959],[-1.0895885  -0.50480497],[73.487465],[-5.811102   2.2420008]
546,1,[31.186848],[-1.2499329  1.5017786],[26.157553],[0.05488287 0.30857015]
547,0,[28.628311],[0.1005549 0.0806413],[57.46436],[-4.467521  2.007836]
547,1,[37.290867],[-2.8157113  1.6170394],[28.69525],[-1.2508538   0.31036448]
548,0,[44.216705],[-2.8810842  0.5296205],[29.042393],[-0.1261637 -0.3518479]
548,1,[35.304016],[-1.7586741  0.6040281],[68.442154],[-2.937421   1.1355913]
549,0,[33.05191],[-2.653033   0.2648446],[64.566696],[-1.3496174  1.1077907]
549,1,[30.820219],[-0.46709615  1.187938  ],[46.755478],[-2.699424   -0.12728359]
550,0,[30.70929],[ 0.3009805 -0.4758603],[25.983982],[-0.5366071  -0.07232692]
550,1,[34.70466],[-2.2534735  0.5145693],[33.76474],[-2.5019233   0.71124893]
551,0,[24.50126],[-0.7064061   0.20922978],[55.390522],[0.36550745 0.07503062]
551,1,[41.68775],[-1.3695693  2.6898756],[31.51263],[-0.5171187  -0.49866492]
552,0,[41.58437],[-2.2733963   0.13459094],[34.712894],[-2.0972743  -0.14619559]
552,1,[22.414562],[-1.1911354  0.9876378],[23.771788],[-1.1361636   0.49791902]
553,0,[37.938244],[-2.4981263   0.57828754],[38.966515],[-1.9950749 -1.0737469]
553,1,[33.71201],[-0.5805208   0.94760853],[29.382696],[ 0.22114542 -0.4118514 ]
554,0,[59.89518],[-3.9263868  2.1163557],[73.65888],[-5.550006  2.786811]
554,1,[33.19572],[ 1.043359  -1.2570274],[25.698837],[0.24002321 0.14651547]
555,0,[42.44669],[-1.2358216  2.5660226],[54.132137],[-2.8918414  1.7456036]
555,1,[27.278416],[-0.29208344  0.41439658],[52.27219],[-3.750372    0.99540657]
556,0,[32.07554],[-0.18955477  0.24602292],[26.851585],[0.3183671 0.5096865]
556,1,[35.18038],[-1.1221617  -0.49994284],[26.700285],[-0.6328062  -0.99525785]
557,0,[23.288992],[-0.39019322  0.29050875],[29.04824],[-0.81125295 -0.64661306]
557,1,[33.362732],[-1.4561546  0.2273541],[55.282864],[-1.9156812 -1.2573609]
558,0,[40.56125],[-0.5456116   0.37833858],[24.182991],[-0.08739625 -0.4815203 ]
558,1,[28.93558],[-1.3274328   0.57309705],[73.412575],[-3.696983   1.7534847]
559,0,[38.629536],[-2.0364945  0.5235587],[26.324726],[-1.1417145  -0.48344302]
559,1,[35.85459],[-0.548277    0.30371022],[32.55726],[-1.9114736 -0.9797569]
560,0,[35.465702],[-1.0232323   0.22132619],[30.39104],[-1.0606927   0.43594462]
560,1,[30.09193],[-1.0182567 -0.2940662],[20.43643],[-0.88833034 -0.3117215 ]
561,0,[35.403362],[-1.2304705   0.01231988],[24.641743],[-0.109273   1.0420216]
561,1,[34.563587],[-1.3359729  -0.21559477],[31.166603],[-0.8425889 -0.0963046]
562,0,[42.50311],[-1.0061418  0.4685719],[23.675781],[-0.3449201  -0.17379859]
562,1,[26.624735],[-0.53331274 -0.42345446],[69.82566],[-4.808794   1.5949864]
563,0,[34.83877],[-3.2226462   0.94119495],[28.571856],[-0.45928842 -0.10398526]
563,1,[32.300583],[-0.5627866  0.5663969],[24.927462],[-0.36594838 -0.4791103 ]
564,0,[24.961998],[-0.8378812  0.3108694],[22.141521],[ 0.47034532 -0.22779538]
564,1,[52.819862],[-2.5006895  -0.48248267],[27.49569],[-1.5780181 -0.6076154]
565,0,[23.455214],[ 0.08652931 -0.09612076],[71.25606],[-3.8044472   0.33129674]
565,1,[39.961777],[-2.2999554  1.268371 ],[22.605349],[-0.84917176 -0.24470809]
566,0,[26.059055],[ 0.06182811 -1.0652349 ],[45.288246],[-1.9202169  -0.34623003]
566,1,[31.409967],[-1.2129929  1.1490154],[56.1021],[-3.8002923  1.3256795]
567,0,[37.509544],[-2.5207953  1.1328733],[27.693043],[-1.5866559   0.13870071]
567,1,[32.531685],[-1.5675191   0.49386424],[44.284924],[-2.3862238  -0.33955264]
568,0,[41.1804],[-0.98071384  0.01859696],[23.182005],[-0.26304245 -1.1542573 ]
568,1,[36.478622],[-2.423967   -0.28166357],[27.842422],[-0.49329233  0.3739006 ]
569,0,[38.823776],[-1.8896557   0.36203325],[20.898954],[ 0.01994626 -0.37527445]
569,1,[23.17204],[ 0.6172722 -1.1282898],[80.16059],[-4.777959   1.1929228]
570,0,[31.462557],[-1.1676015  1.2415013],[25.813412],[ 0.6739007  -0.67144626]
570,1,[45.812553],[-2.6486194  2.1158817],[54.317974],[-3.5239413  -0.03762807]
571,0,[27.802477],[-0.07481207 -0.60714114],[62.901474],[-3.322177    0.97148174]
571,1,[27.981188],[-0.7676093  1.2307466],[29.393839],[-1.3835528   0.26430327]
572,0,[44.744354],[-1.760679  -0.2734133],[22.72212],[-0.09060733  0.07192591]
572,1,[27.219872],[-0.8750206  0.536666 ],[75.19083],[-6.590885    0.17092203]
573,0,[38.403244],[-2.235585   -0.63645196],[71.04367],[-6.276008  3.549842]
573,1,[33.09147],[-1.1787244 -0.7787767],[21.860209],[-0.24031807  0.09486957]
574,0,[35.591858],[-0.05871765  0.32024813],[49.758625],[-3.240263    0.12318452]
574,1,[37.254353],[-1.7354054   0.54237026],[51.39823],[-2.546682   1.3038296]
575,0,[39.59422],[-1.4127613  1.9484785],[26.966805],[-0.4982949  -0.26609832]
575,1,[24.361073],[ 0.4160316  -0.06457574],[27.328909],[-0.15757428 -0.87616354]
576,0,[26.655565],[0.23432639 0.00276923],[59.751534],[-4.91535     0.31229907]
576,1,[40.29859],[-1.437415   1.5007904],[28.10068],[ 0.5010078  -0.33197153]
577,0,[39.57141],[-1.2629476  -0.27707708],[70.98797],[-6.004859   1.7004519]
577,1,[41.64023],[-2.953428   0.6962689],[22.042759],[-1.4841951   0.31942075]
578,0,[26.929531],[-0.26592016  0.9007812 ],[33.653503],[-2.110927   -0.15573025]
578,1,[35.670776],[-1.2756355   0.61389256],[59.551216],[-3.3611665  1.8712096]
579,0,[26.885574],[-0.5842728   0.29410785],[30.853985],[-0.56362045 -0.6605119 ]
579,1,[34.07275],[-0.94548523  0.7703895 ],[22.05297],[ 0.14873365 -0.71400267]
580,0,[32.385536],[-2.21867    0.4976192],[26.687227],[-0.36915416 -0.5459076 ]
580,1,[32.14296],[-0.50972116  0.23306777],[26.795425],[-0.7697699 -1.0582552]
581,0,[31.90075],[-2.210254  1.235841],[68.24983],[-4.1869144 -0.5302582]
581,1,[31.833742],[-1.6372122  -0.30396408],[26.803223],[-1.1428505 -0.3236245]
582,0,[32.674404],[-1.7829764   0.39225966],[29.11113],[-0.68494934  0.38618457]
582,1,[39.862503],[-1.8094858   0.14918928],[68.48642],[-4.807457   2.4123893]
583,0,[33.781933],[-0.86774004 -0.709568  ],[62.457283],[-3.5924134  1.6724256]
583,1,[29.615265],[-0.31828701 -0.06726043],[26.102434],[0.19753446 0.47902483]
584,0,[32.752853],[-0.21266727  0.6452877 ],[57.497353],[-3.1158922   0.37405163]
584,1,[36.737286],[-1.115875    0.40878212],[23.796806],[-0.51130134  0.19928528]
585,0,[36.45082],[-3.3553634 -0.1834794],[24.321424],[-0.49983484  0.06898727]
585,1,[38.212933],[-1.3338745  -0.00699046],[63.721348],[-4.9370885   0.64426947]
586,0,[27.016697],[-1.1126873  -0.56178063],[25.885809],[-1.8001889  0.5159829]
586,1,[39.553844],[-1.4561279  0.372922 ],[27.684238],[0.07874927 0.13835709]
587,0,[33.054104],[-0.44977772 -0.38784057],[26.763065],[-0.03349344  0.12156977]
587,1,[36.525375],[-1.5959411   0.56545866],[59.845318],[-0.81640697  2.6434052 ]
588,0,[30.189766],[0.11203157 0.21926506],[48.243244],[-3.864234   1.6091342]
588,1,[46.840622],[-3.0482168  1.8940613],[65.62941],[-6.2781696  0.5007145]
589,0,[27.383295],[-0.61465627 -0.05422957],[26.709467],[ 0.495135   -0.51468915]
589,1,[32.54219],[-1.1330143 -0.3359213],[32.831055],[-0.72714776  0.7656987 ]
590,0,[26.602293],[-0.8372475   0.30218303],[39.200737],[-1.8761879  1.2421823]
590,1,[36.565784],[-1.2649287   0.72978604],[21.102861],[-0.674183  -0.3224231]
591,0,[24.609705],[-0.05442153 -0.49238503],[26.24854],[-0.8945893  0.2808516]
591,1,[34.19153],[-1.1769955   0.03185634],[49.29413],[-3.2989802   0.41403693]
592,0,[26.978346],[-1.9040376  -0.09424008],[31.751726],[-2.1679072   0.08748485]
592,1,[32.600845],[-1.2966181  0.5439046],[33.373444],[-0.78334665  0.1662549 ]
593,0,[38.463917],[-2.5314593  1.4803631],[22.76887],[-1.1954391   0.37483913]
593,1,[27.987267],[-0.8987267  -0.24905035],[60.477856],[-2.152135   2.5414238]
594,0,[40.918297],[-2.3515055  -0.94920665],[27.710741],[-0.5457994 -1.1272305]
594,1,[48.253773],[-1.8525001  -0.07551092],[65.101944],[-3.4586916  3.0264144]
595,0,[40.782043],[-2.286381   1.0106417],[31.763706],[-0.7909009  1.0235575]
595,1,[31.591301],[-1.8143071  1.4716178],[34.985825],[-0.9767964   0.18117367]
596,0,[27.584759],[-0.3678391   0.07305147],[23.48218],[ 0.6072251 -0.7943142]
596,1,[35.508663],[-0.22434269 -0.53149843],[63.817383],[-7.2146597  1.3519726]
597,0,[32.80551],[-2.4146433   0.10485379],[28.458029],[-0.25425053  0.16995974]
597,1,[38.63649],[-1.7181942  1.3056678],[25.960423],[-0.7647987   0.11419018]
598,0,[28.923248],[-0.0449722  0.615724 ],[70.38602],[-5.703408   1.7074555]
598,1,[65.77219],[-3.76308823e+00 -1.06826425e-04],[25.942287],[-0.8189943  0.2875179]
599,0,[60.204285],[-2.430479  3.693488],[30.63261],[ 0.11463405 -0.9121711 ]
599,1,[27.952103],[-1.3695899  1.2238228],[24.742607],[-0.89578164  0.96973115]
600,0,[30.268507],[-0.8307222  -0.21951908],[23.919209],[ 0.5086531 -0.9593971]
600,1,[35.29155],[-0.7221387 -0.9765263],[63.27905],[-4.124685  -0.5423228]
601,0,[30.066326],[-1.2735499  -0.01011945],[69.78455],[-5.9161835  0.3142016]
601,1,[33.45665],[0.59629804 0.39429468],[34.5816],[-0.9573835  -0.24009869]
602,0,[28.53284],[ 0.12542321 -1.2366084 ],[22.818419],[-0.67954695  0.11160846]
602,1,[32.940178],[-0.71118844  0.3835309 ],[34.59037],[-1.4179235 -1.0802834]
603,0,[32.35431],[-2.6449938  -0.38159674],[33.807518],[-0.9703524  0.1533085]
603,1,[36.923897],[-0.44321692  0.7975485 ],[27.885908],[-1.4992968   0.73082954]
604,0,[34.24964],[-0.93815064  0.74118185],[20.558716],[0.51356035 0.12336372]
604,1,[24.48854],[-0.37308466 -2.1088698 ],[64.13581],[-6.260421   1.1098719]
605,0,[30.69079],[-0.63257223 -0.63694304],[68.499176],[-5.58509     0.37528086]
