Epoch,Image Index,Original Age Prediction,Original Gender Prediction,Noisy Age Prediction,Noisy Gender Prediction,Rotation Age Prediction,Rotation Gender Prediction,Brightness Age Prediction,Brightness Gender Prediction,Contrast Age Prediction,Contrast Gender Prediction
379,3,[30.667559],[-1.0361742   0.17668928],[35.009594],[-1.6213145  0.5499848],[32.018444],[-1.0432588   0.13271628],[34.721764],[-0.9668832  -0.00345202],[34.00654],[-0.9299859  -0.02295969]
380,0,[39.714462],[-1.4035034  -0.06583862],[43.140717],[-1.82238     0.28391623],[33.65344],[-0.8736321   0.05987881],[35.662476],[-1.0110666  -0.09823777],[35.005615],[-0.9519409  -0.11953611]
380,1,[31.373116],[-0.93618906  0.04577525],[30.261847],[-0.8821124   0.01666583],[37.38397],[-1.8629173   0.60305464],[31.84979],[-0.99427664  0.03768797],[32.428528],[-1.0337794   0.06338073]
380,2,[39.123474],[-1.6360233  0.4397514],[39.06575],[-1.7786329  0.5401666],[36.226173],[-1.3978635   0.30380023],[41.910988],[-1.8212112  0.4286825],[42.010307],[-1.8495563   0.46730024]
380,3,[21.59502],[-0.02809791 -0.5856358 ],[23.226048],[-0.16742684 -0.40795654],[35.939194],[-1.6098721  0.5394393],[26.805252],[-0.5345296  -0.16953866],[26.574444],[-0.52939546 -0.13500813]
381,0,[40.59394],[-2.0182855  0.6535508],[38.28067],[-1.9426314   0.69272655],[46.302906],[-2.622471    0.97556096],[38.935806],[-1.6932611   0.36238784],[40.607903],[-1.8230959   0.40666837]
381,1,[41.52679],[-2.1582093   0.75096524],[40.755272],[-2.0881143   0.69913477],[39.10197],[-2.0445168   0.73339367],[42.06736],[-1.797258    0.33649713],[39.274204],[-1.5480847   0.27146405]
381,2,[36.771027],[-1.6740121   0.55509555],[39.30967],[-1.9624935  0.7442164],[36.534565],[-1.6888368  0.5682173],[36.489685],[-1.3532865  0.2741903],[35.905994],[-1.322421   0.2809121]
381,3,[61.7451],[-3.790248   1.2835739],[48.693813],[-2.770558    0.99928075],[32.409725],[-1.3085803   0.38266325],[49.930542],[-2.5850236   0.73507565],[52.015182],[-2.7331228   0.77026707]
382,0,[47.733936],[-2.8277416  1.1528275],[50.556965],[-3.155636   1.3164129],[37.31825],[-1.7004514  0.5335637],[51.55571],[-2.8859015   0.94294184],[47.50786],[-2.5542002  0.8266404]
382,1,[37.55404],[-1.6834842   0.65675044],[38.94319],[-1.9197661   0.71295375],[31.090649],[-0.8704711   0.11058612],[33.137733],[-0.8800653  -0.04061279],[32.982437],[-0.8501117  -0.06406144]
382,2,[30.761244],[-1.0528046   0.14737146],[30.777542],[-1.1703954   0.23560594],[36.868347],[-1.7097398  0.6410018],[34.15864],[-1.2116367  0.2492734],[34.0269],[-1.1977832   0.24519183]
382,3,[34.02745],[-1.2507982  0.1903555],[36.563114],[-1.6696804   0.48178995],[31.774942],[-1.2270762   0.22335805],[35.49727],[-1.3306531   0.20289673],[35.77361],[-1.2619665   0.12627666]
383,0,[36.562237],[-1.5084001  0.4482926],[35.723434],[-1.5499649   0.54770976],[40.59049],[-1.8459679   0.45824248],[37.832474],[-1.4660698  0.4097867],[38.342205],[-1.6664053   0.56917745]
383,1,[28.952463],[-0.87128794  0.14012985],[25.681482],[-0.44577336 -0.04293178],[33.850254],[-1.3870351  0.4085288],[33.08996],[-1.2591337   0.24045204],[32.75959],[-1.2548825   0.26070815]
383,2,[29.077906],[-0.7408609 -0.072336 ],[31.49368],[-1.2130901   0.18990098],[32.47947],[-1.3572568   0.35151547],[43.75369],[-2.0417209  0.5178071],[40.9059],[-1.8062338   0.45099777]
383,3,[32.809345],[-1.2988664   0.20208408],[35.24878],[-1.4645823  0.3935433],[30.364704],[-0.9341258   0.11986138],[36.66541],[-1.6411743  0.4952522],[35.78361],[-1.5252758   0.40015233]
384,0,[51.545403],[-2.8306744  0.9164465],[48.056255],[-2.6166213  0.8785923],[40.517685],[-2.0522084  0.6715363],[39.090126],[-1.5253881   0.43836617],[39.884743],[-1.5555117  0.4377603]
384,1,[40.970493],[-2.089416   0.6858123],[38.989544],[-1.9645468   0.58996433],[29.75627],[-1.1358386  0.2337157],[35.458126],[-1.2741684   0.21946381],[35.263336],[-1.3026073   0.22571869]
384,2,[32.684364],[-0.9295362   0.06929687],[34.596825],[-1.2398692  0.2692803],[42.61729],[-2.0413833   0.39428514],[33.00006],[-0.8905542  0.0436752],[32.781372],[-0.86368096  0.04114075]
384,3,[46.683903],[-2.543484    0.83540833],[46.557343],[-2.7038767  0.9588079],[31.62809],[-1.1622255   0.17214091],[37.98737],[-1.7148507  0.5189932],[38.569153],[-1.7420776   0.51568156]
385,0,[34.57773],[-1.2880963   0.27783126],[33.156998],[-1.418653    0.30417615],[32.708828],[-1.2759758   0.22558098],[35.63983],[-1.356002   0.2645172],[36.077026],[-1.4319073   0.25800186]
385,1,[32.608597],[-1.1289631  0.2446097],[30.697643],[-1.0208391   0.18230994],[39.131313],[-1.8474313  0.5580267],[39.62278],[-1.7031795   0.48766208],[37.951653],[-1.5751846   0.47627336]
385,2,[34.58202],[-1.565457    0.44774485],[36.604008],[-1.8876868   0.79624486],[29.406702],[-0.9681468   0.21171398],[34.17039],[-1.1055626  0.1668054],[33.61836],[-0.96480954  0.06114051]
385,3,[36.370197],[-1.3526366   0.18619995],[35.51947],[-1.4733042   0.33137435],[35.798267],[-1.4692072   0.41750127],[43.76195],[-1.9199098   0.36240005],[45.19221],[-2.0680413   0.43716443]
386,0,[24.38217],[-0.36524326 -0.20605549],[25.47258],[-0.5172534  -0.10410655],[31.416286],[-1.3953145   0.27891725],[34.461758],[-1.2168481   0.25967985],[33.689995],[-1.2086353   0.25894493]
386,1,[24.225012],[-0.3120855 -0.3551734],[28.826803],[-1.0414461   0.08389552],[35.08565],[-1.488768    0.34677923],[28.769104],[-0.9154854  -0.01661287],[29.61375],[-1.007867    0.01577483]
386,2,[24.732512],[-0.40587938 -0.36933514],[24.564268],[-0.34424347 -0.37356958],[45.197865],[-2.6453779   0.98247427],[34.61246],[-1.3917229  0.2984494],[33.767323],[-1.2238686   0.13810943]
386,3,[34.41653],[-1.4675175   0.52867347],[32.728607],[-1.4438962   0.39816093],[35.760098],[-1.553114    0.39030892],[34.26941],[-1.5091904  0.4613123],[32.70103],[-1.3554318   0.33007663]
387,0,[29.836903],[-0.91901433 -0.16200471],[25.392843],[-0.26707143 -0.38257617],[38.717712],[-1.5381175   0.48409623],[31.476738],[-0.8734559   0.05624604],[29.504736],[-0.69056994 -0.04032213]
387,1,[39.12725],[-1.970848   0.4833399],[44.016556],[-2.3330898  0.6981974],[33.664536],[-1.078386    0.05668877],[43.626232],[-2.1735578   0.51594144],[45.42491],[-2.262403    0.64226514]
387,2,[30.465714],[-0.7628456   0.04281043],[31.439625],[-0.9740541   0.15399913],[31.212435],[-1.2688292   0.21160917],[34.551388],[-1.1969074   0.20768149],[35.249954],[-1.2875553   0.25049412]
387,3,[43.794098],[-2.4201384  0.8273793],[43.036877],[-2.3690476   0.84359235],[34.98084],[-1.3203843  0.2679873],[39.887115],[-1.8477546  0.6318918],[40.741207],[-1.8267261  0.5387073]
388,0,[31.849628],[-1.37638     0.29406077],[32.744198],[-1.4459125   0.41284615],[35.05324],[-1.4413086   0.37209374],[34.414883],[-1.483502    0.46460027],[34.185837],[-1.4147003   0.41148514]
388,1,[34.15632],[-1.1600454  0.1770771],[34.596004],[-1.4659431   0.45693386],[28.434933],[-0.7144388  -0.05582785],[32.823135],[-0.89055884  0.00476719],[32.902046],[-0.9343164   0.02700652]
388,2,[36.747135],[-1.8861407   0.71709085],[32.411118],[-1.3761482   0.37081373],[40.481316],[-2.024057   0.6960125],[41.31957],[-1.8077453   0.36372596],[39.755775],[-1.7089151  0.3785662]
388,3,[34.948174],[-1.426894   0.3606065],[38.71829],[-1.8045369   0.62859863],[39.975483],[-1.8458959  0.5597691],[33.786377],[-1.0036249   0.21216144],[30.798956],[-0.6995237  -0.05343093]
389,0,[38.86344],[-1.8077351  0.6927167],[37.53434],[-1.74979    0.6600102],[37.949097],[-1.7256938  0.6179127],[36.831356],[-1.4000685   0.32671267],[36.031265],[-1.3635734   0.32432503]
389,1,[38.03547],[-1.4260648   0.04147916],[28.926228],[-0.7415918 -0.2355439],[38.258377],[-1.4921545   0.21477558],[37.7814],[-1.2965723   0.07094139],[42.78236],[-1.7431381   0.22508796]
389,2,[48.436226],[-2.8430347  1.1530907],[47.509117],[-2.888209   1.2278066],[38.178577],[-1.6708174   0.39899123],[50.388992],[-2.6371026  0.8311903],[44.38296],[-2.1219456  0.6887887]
389,3,[33.84712],[-1.5073266   0.26401454],[32.828995],[-1.3604128   0.20319812],[41.42365],[-2.1409898   0.75632006],[35.24986],[-1.6779674  0.4348324],[35.542076],[-1.4579256  0.3139835]
390,0,[27.13173],[-0.44661462 -0.06661293],[24.017708],[-0.1901023 -0.237991 ],[34.650024],[-1.1100057   0.24904923],[28.548737],[-0.59948397 -0.01439001],[29.759378],[-0.74760175  0.09748785]
390,1,[45.529385],[-2.3421838   0.71594566],[44.527897],[-2.3010116   0.74454993],[35.534966],[-1.3483388  0.2805819],[42.149464],[-2.0079339   0.58144885],[39.557117],[-1.7699182  0.4641636]
390,2,[28.977825],[-0.866228    0.11629434],[31.17726],[-1.2047011   0.31328255],[32.50306],[-0.97887814  0.10372205],[35.458122],[-1.3125787   0.41544443],[37.50805],[-1.6252965   0.54162765]
390,3,[33.32152],[-0.91958904  0.12442823],[34.45011],[-1.3021348  0.3388269],[36.668125],[-1.7390083   0.61921054],[37.291172],[-1.2626207   0.17502196],[38.35987],[-1.306661    0.15497933]
391,0,[33.600075],[-1.5338466  0.4434635],[36.450363],[-1.9716352  0.760772 ],[31.758196],[-1.090808   0.3034171],[41.748928],[-2.147314  0.738589],[41.47017],[-2.108224   0.7197456]
391,1,[32.51844],[-1.2003387   0.13705076],[33.800003],[-1.3908046   0.30097514],[35.389362],[-1.5103929  0.4196747],[33.819622],[-1.1868298  0.1128168],[33.6838],[-1.1349785   0.07525508]
391,2,[35.478188],[-1.5958403  0.5736575],[32.97462],[-1.3164818   0.37820584],[38.765396],[-1.8092536  0.7601912],[35.3388],[-1.450849   0.4637608],[35.871933],[-1.4777696   0.46520382]
391,3,[28.142405],[-0.7028544   0.00760104],[29.268496],[-0.92058754  0.11015637],[33.728874],[-1.4988788   0.41813523],[36.460938],[-1.5214235   0.39764577],[36.241985],[-1.5073246  0.3975538]
392,0,[38.38775],[-1.7224177   0.55472666],[35.79033],[-1.5604461  0.4945783],[36.19787],[-1.4073175   0.29429758],[42.84797],[-2.0482128   0.50507665],[44.925083],[-2.1683037   0.51268816]
392,1,[32.320164],[-1.2116296   0.34359568],[31.165182],[-1.1830527   0.30034977],[31.59114],[-0.8993782   0.15341644],[33.693592],[-1.3165237  0.4131642],[33.57411],[-1.3390048  0.4198557]
392,2,[36.13189],[-1.5140454  0.5640009],[35.94548],[-1.4523255   0.49064684],[35.176113],[-1.5274497  0.5632214],[35.4916],[-1.3482707   0.36142164],[35.725418],[-1.3345835   0.31742543]
392,3,[35.125343],[-1.7748269  0.6045727],[35.857204],[-1.7986763  0.6301895],[38.452652],[-2.018609    0.81451637],[36.05243],[-1.4130245   0.32511342],[37.295444],[-1.4898574   0.31277198]
393,0,[48.9956],[-2.569129   0.5753058],[40.63568],[-2.0144067   0.47850603],[41.459343],[-1.6783389  0.4096157],[34.7383],[-1.0642772  -0.04615864],[32.097767],[-0.7496656  -0.12995963]
393,1,[39.787746],[-1.8928562  0.5309362],[38.528984],[-1.9474782   0.68730634],[36.064915],[-1.6561488  0.4741503],[35.7601],[-1.4463995   0.24504335],[37.440357],[-1.6371787   0.25221902]
393,2,[36.071804],[-1.4626652   0.40465456],[32.691254],[-1.2131914   0.29532772],[35.40031],[-1.4573084   0.42177963],[34.77462],[-1.3591467   0.30090082],[34.06613],[-1.269969   0.2522968]
393,3,[26.252014],[-0.47535163 -0.24216458],[26.129614],[-0.48373514 -0.18014047],[35.836716],[-1.410343    0.36833465],[29.855106],[-0.85954404  0.06133012],[30.19971],[-0.95010424  0.14291768]
394,0,[35.225914],[-1.3456461   0.17890821],[35.025616],[-1.525254   0.3834921],[35.74369],[-1.4342086   0.28761286],[30.765785],[-0.6045908  -0.30109134],[30.850473],[-0.59888506 -0.3137998 ]
394,1,[33.485435],[-1.3170177   0.43743277],[33.407696],[-1.3925042   0.50298005],[32.928253],[-1.4538323   0.42698514],[36.713284],[-1.4982473   0.43941158],[36.285217],[-1.392642    0.34767258]
394,2,[68.45686],[-4.6749372  1.6227409],[64.44287],[-4.3838844  1.5555196],[35.68237],[-1.5109147   0.37149173],[58.30981],[-3.4049253  1.0549994],[59.527695],[-3.4772704  1.0445808]
394,3,[24.135006],[-0.3441229  -0.25445125],[24.095144],[-0.37270868 -0.2564606 ],[41.467228],[-2.1524773  0.7718035],[32.578117],[-1.2581836   0.30216968],[33.598843],[-1.3760835   0.39185286]
395,0,[35.866306],[-1.4855715   0.41410887],[34.359768],[-1.3751502   0.40704352],[36.08168],[-1.5767623  0.4692073],[32.888798],[-0.78360915 -0.14120302],[32.80169],[-0.77670527 -0.14451978]
395,1,[27.408669],[-0.4642638  -0.06451441],[24.831118],[-0.25333613 -0.23985632],[31.283869],[-1.1821982   0.17464857],[35.507793],[-1.2460344   0.26882982],[33.796486],[-1.1220816   0.24759121]
395,2,[26.944164],[-0.5437873  -0.18682285],[24.291553],[-0.3678248  -0.28859037],[36.572357],[-1.6854519   0.57228464],[32.4896],[-0.96805155  0.02858095],[32.172768],[-0.95026314  0.04208334]
395,3,[26.929806],[-0.51299447 -0.08222026],[23.431778],[-0.0806617  -0.28159544],[33.789074],[-1.4452299  0.4804561],[32.43862],[-1.0992621   0.18394573],[32.994267],[-1.1730978   0.24009083]
396,0,[39.690475],[-2.1194642   0.79205996],[40.300735],[-2.2180882   0.95075923],[38.677216],[-1.7009207   0.44958192],[32.832554],[-0.8650706  -0.08001557],[32.73331],[-0.82730675 -0.11037064]
396,1,[29.356134],[-0.70266646 -0.08685836],[27.879765],[-0.68885297 -0.11794859],[40.24144],[-1.7818376  0.5202633],[33.064724],[-1.1062652   0.09795614],[31.804977],[-1.0251814  0.0354719]
396,2,[34.043064],[-1.4301271   0.32993615],[34.018906],[-1.4512293   0.39165455],[34.02618],[-1.2928965   0.33020908],[35.632915],[-1.1770265   0.24286701],[36.25118],[-1.1885214  0.1433491]
396,3,[33.34217],[-1.3440504   0.38531876],[34.555897],[-1.5703701  0.5464542],[37.06439],[-1.6254168   0.32880193],[31.28973],[-1.0904888   0.18653037],[33.861633],[-1.3051976   0.35227668]
397,0,[40.070324],[-1.816727    0.47247958],[35.247543],[-1.2888454   0.24880837],[33.061447],[-1.0151639   0.22661044],[32.388603],[-0.70499516 -0.08901597],[32.718304],[-0.7418894  -0.07593173]
397,1,[27.867682],[-0.7397788  -0.07979653],[29.471996],[-1.0222918   0.05307594],[41.67306],[-2.1161613   0.70806926],[34.26299],[-1.2154075  0.2393517],[34.342823],[-1.2487211  0.2836185]
397,2,[53.575077],[-3.3371475  1.3891605],[51.665604],[-3.2918422  1.4088594],[36.292255],[-1.469034    0.42911083],[51.4835],[-3.0778167  1.18976  ],[43.35131],[-2.2500744  0.8759182]
397,3,[30.332153],[-0.97769845  0.01665279],[32.906704],[-1.2494206   0.23493724],[36.09987],[-1.3630449  0.3495348],[34.886887],[-1.252004   0.1582296],[34.967873],[-1.1497457   0.10392191]
398,0,[29.71715],[-0.91239     0.00477572],[28.691969],[-0.8797053   0.01277606],[26.389235],[-0.6503406  -0.00527316],[31.596655],[-0.9978379   0.03145105],[31.198818],[-0.9895052   0.06704339]
398,1,[38.38795],[-2.0074372  0.7416764],[34.475452],[-1.6780003  0.5110966],[31.516516],[-1.3387679   0.26708543],[35.35933],[-1.2581351   0.25639927],[34.904625],[-1.2514222  0.2915761]
398,2,[43.598118],[-2.173917   0.7314517],[45.1532],[-2.156487   0.5928382],[28.071749],[-0.7113001   0.02780385],[37.273815],[-1.3107452   0.17980282],[39.91376],[-1.5315474   0.24706288]
398,3,[33.74351],[-1.6557192   0.45229083],[34.456432],[-1.6588787  0.4520861],[42.701515],[-2.187676   0.7366712],[34.612896],[-1.0685138  0.1657046],[34.38846],[-1.0428491   0.16192992]
399,0,[37.787678],[-1.7626927  0.5858442],[38.67956],[-1.9643489  0.6977433],[36.75712],[-1.6928327   0.58152145],[36.251087],[-1.2941765   0.32143497],[35.849304],[-1.3418484   0.31846273]
399,1,[37.100563],[-1.6963176  0.6709016],[39.158775],[-1.9977683   0.72904825],[32.20807],[-1.326789    0.39335996],[38.863716],[-1.7783638   0.56738997],[38.616657],[-1.7346351   0.53236103]
399,2,[38.82823],[-1.5738521   0.37167978],[37.73929],[-1.6523354  0.4981879],[39.060097],[-1.6068189   0.32714128],[51.262943],[-2.374314   0.5857596],[48.21212],[-2.3217404   0.54788476]
399,3,[33.76656],[-1.4002069   0.40961587],[31.138893],[-1.0496874   0.33876127],[33.872787],[-1.1908011   0.13204493],[32.886803],[-1.2001593   0.15503053],[34.90718],[-1.3579868   0.24553485]
400,0,[49.57895],[-2.7727604  1.1419599],[48.927704],[-2.783817   1.0765107],[34.26114],[-1.4965394   0.41528165],[48.14431],[-2.3789134   0.74527466],[46.347195],[-2.3079293  0.8349314]
400,1,[29.705513],[-1.0200485   0.01657619],[27.002205],[-0.7643279  -0.11458848],[35.988144],[-1.4591726  0.3522911],[31.21722],[-1.0603073  -0.06258678],[32.414948],[-1.1060742 -0.0101181]
400,2,[34.858887],[-1.4539963  0.4714659],[38.488018],[-1.7765534  0.6599711],[34.914833],[-1.5457807  0.4487313],[41.336143],[-1.8898157  0.5207182],[40.827736],[-1.8159429   0.47101796]
400,3,[31.293686],[-0.71864104 -0.1883803 ],[32.97992],[-1.1200137   0.09233294],[36.655006],[-1.2822356   0.17356609],[35.40272],[-1.2534178   0.20363845],[35.75731],[-1.255249    0.22081028]
401,0,[69.90438],[-4.495535   1.5918329],[63.39831],[-4.0217667  1.4503214],[38.89828],[-1.8146869  0.6178803],[58.992573],[-3.4268942  1.1396832],[59.72079],[-3.5227466  1.1545048]
401,1,[30.34797],[-1.0326998   0.13442309],[30.343788],[-1.1068074   0.25090522],[38.202843],[-1.6367323  0.3346529],[35.865677],[-1.5738745   0.44729334],[35.081253],[-1.570475   0.4625318]
401,2,[31.517622],[-1.1611358   0.17872463],[34.50933],[-1.4070957   0.43317866],[37.48393],[-1.5488417   0.35150504],[35.625362],[-1.1737899  0.1489426],[34.90976],[-1.0647267   0.07771036]
401,3,[28.283974],[-0.7066235   0.02467377],[27.45194],[-0.6185404   0.00135058],[33.705776],[-1.2873679  0.2397135],[32.400352],[-1.1023654   0.21777545],[32.73343],[-1.1124686   0.24352394]
402,0,[25.14421],[-0.08363788 -0.23803991],[25.346506],[-0.21203862 -0.25398162],[40.08773],[-1.8259383  0.6076869],[28.358288],[-0.58130413 -0.01657504],[28.716585],[-0.58004653  0.01954432]
402,1,[27.28547],[-0.6565702 -0.2671958],[22.788235],[-0.20606495 -0.4292118 ],[38.719017],[-1.6095158   0.39243948],[44.355446],[-1.9296645   0.42946035],[43.45244],[-1.8551687  0.4135055]
402,2,[22.690609],[ 0.0639091 -0.5718355],[24.24795],[-0.2032039 -0.3829288],[35.954483],[-1.4998045   0.38045228],[25.794556],[-0.21371256 -0.38072622],[25.855597],[-0.4616078 -0.258083 ]
402,3,[62.235527],[-4.0158525  1.3845054],[60.36486],[-3.8754783  1.3136979],[36.85666],[-1.4377507   0.39077127],[70.4495],[-4.448208   1.2946829],[64.363106],[-3.896965   1.1410468]
403,0,[24.531807],[-0.2404113  -0.29138106],[25.114048],[-0.25172764 -0.25371584],[33.876324],[-1.3930668   0.29620248],[31.388927],[-0.99820626  0.09254916],[33.58951],[-1.2268656   0.24728511]
403,1,[44.594166],[-2.2912312  0.6953892],[47.778522],[-2.6520317  0.8465796],[39.769012],[-1.8513416  0.6210212],[42.008408],[-1.8920475  0.5067986],[42.01832],[-1.9194163   0.53752124]
403,2,[31.864391],[-1.0110013  0.1687692],[30.73787],[-0.9912807   0.08188184],[35.75165],[-1.6511209   0.41908067],[35.37637],[-1.1058141   0.21147998],[35.158237],[-1.1255516  0.2329938]
403,3,[34.176266],[-1.1417844  0.3487249],[35.00881],[-1.6260314   0.60147554],[29.196854],[-0.9756429   0.19466148],[35.735985],[-1.2457606   0.27971452],[35.349155],[-1.1772553   0.22474237]
404,0,[35.926296],[-1.4596266   0.35504037],[35.469948],[-1.476068    0.39373225],[34.888905],[-1.5105904   0.42271763],[33.75641],[-1.2165751   0.12733974],[36.498062],[-1.4652057   0.25549322]
404,1,[22.928812],[ 0.08781266 -0.4317283 ],[26.844166],[-0.656511   -0.04713842],[38.19978],[-2.06705    0.8236832],[34.577976],[-0.90929425  0.03908528],[33.791134],[-0.8001063  -0.07795223]
404,2,[36.03432],[-1.3720965  0.1730317],[34.11563],[-1.3944161   0.25841284],[32.564667],[-1.2944758   0.09698395],[41.303345],[-1.9760438   0.57674843],[43.05715],[-2.1383035  0.6129957]
404,3,[29.166983],[-0.8744763  -0.16278242],[29.141651],[-0.98640037 -0.06094407],[41.507782],[-2.1813993  0.6955634],[33.959507],[-1.0050004   0.12051897],[33.46648],[-0.9898803   0.11041315]
405,0,[33.212364],[-1.326029   0.3514101],[33.413048],[-1.6265904   0.49974793],[39.315216],[-1.9167286  0.5477044],[33.69343],[-1.2722481  0.1474951],[32.921803],[-1.1792146   0.11771874]
405,1,[30.341494],[-1.0887786  0.2549023],[28.560167],[-0.91037774  0.12118123],[37.52297],[-1.6681076   0.53671014],[34.480106],[-1.4723648   0.44503558],[34.843838],[-1.369297    0.36672688]
405,2,[39.48007],[-1.9915782  0.6625114],[38.413956],[-2.019648   0.7445355],[32.90033],[-1.608637    0.52123606],[38.039017],[-1.5655172   0.43020093],[37.398323],[-1.5356709  0.4156254]
405,3,[24.697996],[-0.35924292 -0.2788844 ],[25.026209],[-0.23510964 -0.20234013],[34.449974],[-1.1911335  0.2645527],[36.806404],[-1.6436996   0.49252546],[37.66196],[-1.6516821  0.5128647]
406,0,[33.690304],[-1.3331739   0.24431966],[33.68311],[-1.3712425   0.29042387],[43.95799],[-2.2038844  0.6320535],[33.19983],[-1.1580501   0.18389703],[33.04696],[-1.1302061   0.12324648]
406,1,[26.796295],[-0.53669506 -0.1272969 ],[25.594673],[-0.46963918 -0.09400589],[31.740025],[-1.3634499   0.24704988],[30.83193],[-1.0376817   0.01392917],[31.841438],[-1.0763927   0.04474588]
406,2,[32.280586],[-1.1600082   0.21719863],[28.836771],[-0.8267182   0.09304257],[32.130238],[-1.2626675  0.2034408],[33.859806],[-1.1292875   0.12547149],[34.505127],[-1.14496     0.15889971]
406,3,[36.462135],[-1.6365936   0.58941394],[37.34855],[-1.6974983  0.6358758],[35.4353],[-1.389828    0.38005912],[34.238045],[-1.2574443  0.2645625],[35.008377],[-1.3512529  0.3270555]
407,0,[29.298515],[-0.7467878  -0.08660783],[26.641214],[-0.5742085  -0.05631188],[34.147697],[-1.4360417  0.3982826],[32.53524],[-1.1585717   0.11259727],[31.082201],[-0.8870437  -0.02751356]
407,1,[27.209682],[-0.30956948 -0.27049157],[24.589808],[-0.08606417 -0.35433084],[36.84859],[-1.6043059  0.5461316],[34.78479],[-1.1532685   0.27074754],[36.408455],[-1.3011297   0.29561514]
407,2,[58.864735],[-3.7759454  1.4283597],[52.86426],[-3.2183633  1.2666262],[36.85138],[-1.4969454   0.44299114],[45.629578],[-2.1517458   0.56772465],[39.847805],[-1.7119235   0.47946405]
407,3,[33.52762],[-1.2070726  0.2531032],[31.084316],[-1.014728    0.12118782],[38.09946],[-1.7878623   0.58399504],[37.66149],[-1.4606972   0.38063526],[37.148853],[-1.4518455   0.38860554]
408,0,[24.192043],[-0.10975055 -0.44660026],[24.153028],[-0.13703339 -0.3670891 ],[26.180443],[-0.60928506 -0.09178086],[33.71202],[-1.0467238   0.18166815],[35.342304],[-1.1481695  0.1607114]
408,1,[31.060675],[-1.1736109   0.12255184],[31.352646],[-1.2023286   0.19575785],[36.690643],[-1.552725    0.40457606],[37.00628],[-1.4583905   0.30218458],[37.787697],[-1.5347005   0.32287115]
408,2,[41.302223],[-2.1880634   0.76228994],[44.144253],[-2.5501833  0.9539965],[35.74827],[-1.3805529   0.35535884],[36.56521],[-1.3319889   0.24143429],[35.608345],[-1.1848674   0.13657962]
408,3,[29.088573],[-0.6150344  -0.25924024],[26.96829],[-0.5774941 -0.3786788],[37.766907],[-1.5831536  0.4126733],[31.626823],[-0.87688184 -0.05103445],[31.307045],[-0.877416   -0.04642157]
409,0,[76.818695],[-5.048106   1.6877291],[75.39417],[-4.9436707  1.6426377],[38.372425],[-1.7785764   0.71653986],[52.316513],[-2.6307328   0.67636114],[49.644035],[-2.3744907   0.57703835]
409,1,[34.63038],[-1.402587   0.4287715],[32.829815],[-1.3496231   0.31632686],[29.9794],[-1.0282418   0.22349583],[39.29137],[-1.7194757   0.45691758],[38.997986],[-1.7164017  0.4734103]
409,2,[24.826067],[-0.32685518 -0.3863791 ],[27.189835],[-0.69431555 -0.14104965],[35.30666],[-1.4069391   0.41719657],[31.952581],[-0.98988914  0.0477034 ],[32.70378],[-1.097256    0.16762613]
409,3,[31.601097],[-1.3313879  0.314381 ],[32.224594],[-1.4848328   0.40749514],[32.272964],[-1.2814277   0.30145347],[32.607395],[-0.9572581   0.18132998],[32.205063],[-0.9833659   0.20940779]
410,0,[36.657917],[-1.7518703  0.6611605],[34.514065],[-1.6291999  0.5831699],[37.362057],[-1.9501711  0.6551962],[39.511894],[-1.6548711   0.40077466],[39.19891],[-1.5644876   0.32616317]
410,1,[38.741978],[-1.730498   0.5549722],[38.168446],[-1.9072949  0.6539772],[36.72387],[-1.3170347   0.49560463],[38.656044],[-1.4175024   0.24416341],[36.77485],[-1.3085649  0.2423471]
410,2,[54.507423],[-3.144808   1.0960563],[51.316616],[-2.9232101  0.993465 ],[37.287918],[-1.5995796  0.3586734],[40.69497],[-1.7745894   0.43868595],[44.427753],[-2.0135412   0.43978232]
410,3,[37.071068],[-1.4305115   0.40708584],[34.451733],[-1.2977793   0.39649552],[34.026325],[-1.3717839   0.39025497],[38.036163],[-1.5280095   0.34253114],[37.697556],[-1.5061388   0.34273136]
411,0,[26.687407],[-0.47936535 -0.28026804],[24.652271],[-0.29992765 -0.36153924],[34.82569],[-1.1266328  0.2551427],[30.050304],[-0.8564161   0.01557581],[28.763958],[-0.65341854 -0.02779181]
411,1,[68.02448],[-4.600615  1.70277 ],[52.34778],[-3.1894665  1.1986248],[37.650467],[-1.6275166   0.41300505],[48.643993],[-2.680002   0.8490918],[48.31955],[-2.6563096   0.85823184]
411,2,[37.375317],[-1.4428823  0.563486 ],[35.05197],[-1.4066651  0.5520186],[31.915627],[-1.0591708   0.03812237],[43.235317],[-2.0294495   0.63761795],[42.90888],[-1.9235884   0.59462506]
411,3,[34.92263],[-1.425344    0.48437786],[34.791924],[-1.5266583   0.55477804],[37.012196],[-1.6195228  0.6042668],[39.120335],[-1.8726052  0.6940939],[39.175667],[-1.8073078  0.6077652]
412,0,[71.29186],[-4.558568   1.3932126],[72.90117],[-4.8258734  1.5312141],[42.160847],[-2.0718997  0.6051075],[57.51979],[-3.217846   0.9286651],[51.57023],[-2.6937058  0.7566349]
412,1,[34.291344],[-1.0949255   0.34483874],[38.80942],[-1.6277658  0.5723495],[33.659912],[-1.0189174   0.14221264],[39.047894],[-1.8940061  0.7693942],[39.399788],[-1.9333969   0.77667254]
